 ,en_review,yo_review,yo_mt_review,rating,sentiment
476,"Adewale Akinnuoye Agbaje and his life story touched my heart.

Totally underrated.

It's very well directed, and very emotional.

I recommend this movie to everyone who likes biographical movies and real life stories.","Ìtàn ayé Adéwálé Akínnùóyè Agbájé
Kàn mí ní ọkàn
 
Fíìmù tí a fojú di ni
Wọ́n darí è dáadáa àti wípé ó ní ìtaara èrò ọkàn
Mo fowó sòyà Fíìmù yí fún gbogbo àwọn tí ó fẹ́ràn ìtàn ayé ènìyàn.","Adewale Akinnuoye Agbaje ati itan aye re je okan mi lowo.

Lapapọ aibikita.

O jẹ itọsọna daradara, ati ẹdun pupọ.

Mo ṣeduro fiimu yii si gbogbo eniyan ti o fẹran awọn fiimu igbesi aye ati awọn itan igbesi aye gidi.",10,positive
477,"Really deep great film

Amazing film takes you on a roller coaster ride Damson is an amazing actor and smashes this role ......Well Done Ade 👊🏽110%","Ìjìnlẹ̀ Fíìmù
Fíìmù tó yani lénu tí o máa gbádùn
Eléré tó dára ni Damson, ó gbé iṣẹ́ rè dáadáa….Kúusé Ade.110%","Gan jin nla film

Fiimu iyalẹnu gba ọ lori gigun kẹkẹ Damson jẹ oṣere iyalẹnu ti o si fọ ipa yii ......Daradara Ade 👊🏽110%",10,positive
478,"Awesome

The first time I saw this movie I was blown away. I don't want to sound crazy but I try to study things of this world. I hope to see a second installment with the same characters and a darker plot.","Ó LÉ KENKÀ
Nígbà tí mo kọ́kọ́ wo sinimá yìí, ó yà mí lẹ́nu gan-an ni o. N kò fẹ́ dàbí ẹni tí ó ń ronú ju bó ṣe yẹ lọ o, ṣùgbọ́n mo máa ń ṣe àgbéyẹ̀wò àwọn ohun ayé yìí. Mò ń fi ojú sọ́nà fún apá kejì pẹ̀lú àwọn òșèré kan náà àti ìtàn tí yóò tún rújú ju èyí lọ.","Oniyi

Ni igba akọkọ ti Mo rii fiimu yii Mo ti fẹ. Emi ko fẹ lati dun irikuri ṣugbọn Mo gbiyanju lati kawe awọn nkan ti agbaye yii. Mo nireti lati rii diẹdiẹ keji pẹlu awọn ohun kikọ kanna ati idite dudu kan.",10,positive
479,"My own understanding

The storyline is interesting and I loved everything about the movie 🔥🔥","Ní òye tèmi o
 Ìtàn bí èrè yìí ṣe lọ dùn gan-an ni mo sì fẹ́ràn ohun gbogbo nípa sinimá yìí","Oye temi

Itan itan jẹ igbadun ati pe Mo nifẹ ohun gbogbo nipa fiimu naa 🔥🔥",10,positive
480,"Amazing movie

It was a wow movie, from the cast to the storyline.. it was flowing, it gave all the emotions high and low.. such a beautifully written movie. Worth every cent..","Fíìmù tó peregedé
Láti àwọn òșèré inú rẹ̀ dórí ìtàn eré yìí, ó dára gan-an ni. Gbogbo rẹ̀ ló bára wọn mu ní șíșẹ̀ n tẹ̀lé. Kò sí bíi ọkàn yín kò ṣe ní gbé sókè sódò.
Eré yìí dára gan-an ni o. Kò sí iye tí ènìyàn ná sí orí rẹ̀ tí kò tó bẹ́ẹ̀.","Fiimu iyanu

O jẹ fiimu wow, lati simẹnti si itan itan .. o nṣàn, o fun gbogbo awọn ẹdun ti o ga ati kekere .. iru fiimu ti a kọ daradara. Tọ gbogbo ogorun ..",10,positive
481,"Loved It All! Awesome Actresses! Entertaining Fashionable & Educational!!! These writers and directors were so on point. This series had me begging for more. I'm a major fan of these women and men now. More, Please!","Gbogbo ọ̀nà ni mo gbà fẹ́ràn rẹ̀. Fíìmù ìgbafẹ́, tó gbé oge jáde tó sì tún kọ́ni lẹ́kọ̀ọ́ ni!!! Àwọn tí ó kọ ọ́ àti àwọn tí wọ́n darí rẹ̀ mọ ohun tí wọ́n ń ṣe. Ṣe ló ń ṣe mí bíi kí ó má tán mọ́. Mo ti wàá gba ti àwọn òșèré yìí lọ kùnrin àti lóbìnrin o.
Ẹ jọ̀wọ́, ṣé mo rí ìkan síi?","Nifẹ Rẹ Gbogbo! Awọn oṣere oniyi! Idaraya Asiko & Ẹkọ !!! Awọn wọnyi ni onkqwe ati oludari wà bẹ lori ojuami. Yi jara ní mi ṣagbe fun diẹ ẹ sii. Mo jẹ olufẹ pataki ti awọn obinrin ati awọn ọkunrin wọnyi ni bayi. Diẹ sii, Jọwọ!",10,positive
482,"One of the best in African drama series

The talent, top notch , such quality acting from those ladies, hands down perfect.and the script was informative and well executed.

Keep it up Nollywood you're on the right track.","Ìkan lára àwọn eré alábala ilé Adúláwò tí ó dára jù.
Ẹ̀bùn yẹn lé téńté. Ìșọwọ́ ṣeré àwọn ọmọbìnrin yẹn kún ojú òṣùwọ̀n. Bí wọ́n ṣe kọ eré náà kọ́ni lọ́gbọ́n wọ́n sì ríi ṣe.
Nọ́líwuùdù, ẹ rí èyí ṣe, ẹ máa tẹ̀ síwájú.","Ọkan ninu awọn ti o dara ju ni African eré jara

Talent, oke ogbontarigi , iru didara sise lati awon tara, ọwọ si isalẹ pipe.and awọn akosile wà ti alaye ati ki o daradara executed.

Jeki ni Nollywood o wa lori ọna ti o tọ.",10,positive
483,"Original

I am impressed. And I am rarely with 9ja movies/series. But am here at 1am watching this. It connects the dots. Kudos to the effort. Arese kudos.","Ojúlówó
Ó mú orí mi wú. Àwọn fíìmù Nàìjíríà kìí sábà mú orí mi wú. Aago kan òru ni mo wà tí mò ń wo fíìmù yìí lọ́wọ́. Gbogbo rẹ̀ ló bára wọn mu. Wọ́n kú ișẹ́ takuntakun. Sàdánkátà yín o.","Atilẹba

Mo wú mi lórí. Ati ki o Mo wa ṣọwọn pẹlu 9ja sinima / jara. Sugbon mo wa nibi ni aago 1am wiwo eyi. O so awọn aami. O ṣeun si igbiyanju naa. Arese kudos.",10,positive
484,"excellent Performances~

Well done! The performances by the entire cast was good, especially the actress who plays the mother along with the male and female lead. Would definitely watch more stories like this.","Ìṣeré tó péye
Ẹ kú ișẹ́! Àwọn òșèré yẹn gbìyànjú gidi gan-an ni o pàápàá, eni tí ó kópa bíi ìyá àti ọkùnrin tòun tobìrìn tó léwájú.
Dájúdájú, máà wo àwọn ìtàn eré tó bá fara pẹ́ irú èyí.","o tayọ Performances ~

Kú isé! Awọn ere nipasẹ gbogbo awọn oṣere dara, paapaa oṣere ti o ṣe iya pẹlu asiwaju akọ ati abo. Yoo dajudaju wo awọn itan diẹ sii bii eyi.",10,positive
485,"Level Up!

Nollywood movies are getting up where we want it. I loved the acting, storyline & casting line-up of this movie. Its a good romcom in a Naija way!

Nice acting y' all.","Sún sókè!
Àwọn eré Nọ́líwuùdù náà tí ń wà ní ipò gíga tí ó yẹ kí wọ́n wà. Mo fẹ́ràn bí àwọn òșèré yẹn ṣe ṣe, bí ìtàn yẹn ṣe lọ, àwọn òșèré tí wón lò.
Eré onífẹ̀ẹ́ apani lẹ́rìn-ín tiwantiwa tó dára ni.
 
Ẹ kú ișẹ́ gbogbo yín.","Ipele soke!

Awọn sinima Nollywood n dide ni ibi ti a fẹ. Mo nifẹ iṣe iṣere, laini itan ati laini simẹnti ti fiimu yii. O jẹ romcom ti o dara ni ọna Naija!

Ti o dara osere y' gbogbo.",10,positive
486,"I appreciate the story and all the intrigue. Sometimes i found angry but the end is beautiful. We have to decide for our life, nobody will do it for us.
I appreciate the dresses of the actor principal. She is beautiful with her braids - natural is better.","Ìtàn yẹn àti gbogbo rògbòdìyàn inú rẹ̀ ni mo fẹ́ràn.
Àwọn apá kọ̀ọ̀kan bí mi nínú ṣùgbọ́n ìgbẹ̀yìn rẹ̀ rẹwà.
A ní láti gbé ìgbésẹ̀ tí a fẹ́ fún ayé wa nítorí enì kankan kò ní báwa gbé e.
Ìșọwọ́ múra òșèré tó léwájú wù mí àti irú irun tí ó ṣe. Ẹwà àmútọ̀runwá máa ń dára.","Mo riri itan ati gbogbo intrigue. Nigba miiran Mo binu ṣugbọn opin jẹ lẹwa. A ni lati pinnu fun igbesi aye wa, ko si ẹnikan ti yoo ṣe fun wa.
Mo dupẹ lọwọ awọn aṣọ ti olori oṣere naa. O lẹwa pẹlu braids rẹ - adayeba dara julọ.""",10,positive
487,"This is the nollywood evolution

This is arguably my best Nigeria movie for year 2019. I cannot find any misplaced in this movie, perfectly executed, simple and so informative about our society n thought provoking on career part for our children","Àyípadà Nọ́líwuùdù
Fún ọdún 2019 o, eléyìí fẹ́ẹ̀ ni fíìmù tí mo fẹ́ràn ju. N kò fẹ́rẹ́ rí àṣìṣe kankan nínú eré yìí. Wọ́n ríi ṣe. Ó kọ́ni lọ́gbọ́n àti òye lórí àwùjọ wá àti ișẹ́ tí ó yẹ kí àwọn ọmọ wa se.","""Eyi ni itankalẹ nollywood

Eleyi jẹ ijiyan mi ti o dara ju Nigeria movie fun odun 2019. Emi ko le ri eyikeyi misplaced ni yi movie, pipe executed, rọrun ati ki ti alaye nipa awujo wa n ero tako lori iṣẹ apakan fun awọn ọmọ wa""",10,positive
488,"so cool

This was so chilled. this movie was fun and enjoyable from the start. I've found no flaws to it, maybe the introduction is a little corny, but thats just taste. this movie was light but meaningful. highly recommended!","Ó mà dára o.
Láti ìbẹ̀rẹ̀ ni sinimá yìí tí dùn. N kò tíì rí àṣìṣe kankan. Lóòótọ́, ìbẹ̀rẹ̀ rẹ̀ rí bákan àmọ́ bí wón ṣe fẹ́ kó rí nìyẹn. Ata kéré iyọ̀ dùn ún  ni fíìmù yí.
Mo gbà yín níyànjú kí ẹ lọ wò o.","""o dara

Eyi ti tutu pupọ. fiimu yii jẹ igbadun ati igbadun lati ibẹrẹ. Mo ti sọ ri ti ko si awọn abawọn si o, boya awọn ifihan jẹ kekere kan corny, sugbon ti o kan lenu. fiimu yii jẹ imọlẹ ṣugbọn o nilari. gíga niyanju!""",10,positive
489,"A very good movie with a good lesson!

This is movie is about a coming of age comedy/drama about a young boy who wants to fix things with his hands rather sit behind a cubicle. In a broader sense, I think this is just celebrating how things are done in Africa, and how kids learn to be humble.","Sinimá tí ó dára tí ó sì kọ́ni lọ́gbọ́n rere ni.
 
Sinimá yìí dá lórí ọmọ ọkùnrin kan tí ó ń dàgbà tí kò sì fẹ́ káwọ́ gbera. Tí a bá wò ó, mo wòye pé sinimá yìí ń fi bí ati ń ṣe ní ilẹ̀ Adúláwò hàn ni àti bí àwọn ọmọdé ṣe ń kọ́ bí a ti ń ní ìtẹríba.","Fiimu ti o dara pupọ pẹlu ẹkọ ti o dara!

Eyi jẹ fiimu nipa wiwa ti ọjọ ori awada / eré nipa ọmọdekunrin kan ti o fẹ lati ṣe atunṣe awọn nkan pẹlu ọwọ rẹ kuku joko lẹhin cubicle kan. Ni ọna ti o gbooro, Mo ro pe eyi n ṣe ayẹyẹ bi awọn nkan ṣe ṣe ni Afirika, ati bii awọn ọmọde ṣe kọ ẹkọ lati jẹ onirẹlẹ.”",10,positive
490,"A much needed mascarade

This is not just another naija silly film. It's still silly and Nigerian, but in a witty, essentially thought-provoking way. It's a statement. An indepth look into physical vs spiritual balance, which we're all seeking today. A fable with humble esthetics.","Bí a ṣe nílò rẹ̀ gan-an rèé
Eléyìí kìí kàn ṣe ìkan lára àwọn fíìmù arìndìn Nàìjíríà. Síbẹ̀, fíìmù Nàìjíríà náà sì ni kò sì mú ọgbọ́n dání tó ṣùgbọ́n lọ́nà kúkúrú tó lóye tó sì pè fún ìrònú jinlẹ̀. Ọ̀rọ̀ kànkàkà ni tí ó fi ojú sùnnùkùn wo ìședọ́gba láàrin ipa tẹ̀mí àti ipa tara, tí gbogbo ènìyàn ń lépa lónìí. Fààbú tí wọ́n ríṣe láì pariwo ni.","Mascarade ti o nilo pupọ

Eyi kii ṣe fiimu aṣiwere miiran nikan ni. O tun jẹ aimọgbọnwa ati orilẹ-ede Naijiria, ṣugbọn ni ọgbọn, ọna ti o ni ironu ni pataki. Gbólóhùn kan ni. Wiwo inu inu si iwọntunwọnsi ti ara vs ti ẹmi, eyiti gbogbo wa n wa loni. Arosọ kan pẹlu awọn ẹwa onirẹlẹ.”",10,positive
491,"Nigerian New Wave!

Thoroughly enjoyed the film! It was authentic, honest, absurdist, comical & inquisitive in all right ways.
And I'm looking forward to Abba's next feature!","Omi tuntun Nàìjíríà
Mo gbádùn fíìmù yìí gan-an ni o! Ògidì ni, kò sí irọ́ níbẹ̀, ó pani lẹ́rìn-ín, ó sì tún ń wádìí àwọn ohun tó ṣe kókó lọ́nà tó tọ́.
Mò ń fojú sọ́nà fún eré míràn tí Abba yóò kópa nínú rẹ̀.","“Igbi Tuntun Naijiria!

Ni kikun gbadun fiimu naa! O jẹ ojulowo, ooto, absurdist, apanilẹrin & iwadii ni gbogbo awọn ọna ti o tọ.
Ati pe Mo n reti siwaju si ẹya Abba ti o tẹle!""",10,positive
492,"I enjoyed the movie, and its overall message, that was frankly superimposed at all times. but the movie had a positive and optimistic message, so i found story development and everything to be appropriate.","Mo gbádùn fíìmù yìí àti ẹ̀kọ́ tó kọ́ni tí wón ń tẹpẹlẹ mọ́ ní gbogbo ìgbà. Ṣùgbọ́n ọgbọ́n gidi ló kọ́ni. Ju gbogbo rẹ̀ lọ, bí títò ìtàn yẹn ṣe lọ àti gbogbo ǹkan ló bójúmu.","Mo gbadun fiimu naa, ati ifiranṣẹ gbogbogbo rẹ, ti o jẹ otitọ ni gbogbo igba. ṣugbọn fiimu naa ni ifiranṣẹ rere ati ireti, nitorinaa Mo rii idagbasoke itan ati ohun gbogbo lati jẹ deede.",10,positive
493,"These people deserve a whole fucking lot of credit for this movie. The writing is eh. Performances are eh. But so, so hard, and they did it. You have to appreciate that.",Gbogbo òșùbà ló yẹ ká gbé fún àwọn tó ṣe sinimá yìí o. Kíkọ àti ṣíṣe rẹ̀ le ṣùgbọ́n wọ́n rí I ṣe. O ní láti gbà fún wọn.,"Awọn eniyan wọnyi yẹ fun kirẹditi pupọ fun fiimu yii. Awọn kikọ jẹ eh. Awọn iṣẹ ṣiṣe jẹ eh. Ṣugbọn bẹ, lile, nwọn si ṣe. O ni lati mọriri iyẹn.",10,positive
494,Great movie. It's a good watch. it was thoughtful and not a lot of forceful acting. It was good,"Fíìmù dáadáa ni, ó dára fún wíwò. Wọ́n ronú sí i dáadáa àwọn òșèré yẹn kò sì fi agídí ṣe é.
Ó dára.",fiimu nla. Agogo to dara ni. o je laniiyan ati ki o ko kan pupo ti ipa sise. ODARA,10,positive
495,It is a well directed and produced movie with a very sensitive theme. The story is well told and brought to life with an amazing cast.,Fíìmù tí wọ́n rí dárí dáadáa ni tí wón sì rí tò pọ̀. Ohun tó dálè lórí wọra dé lẹ̀. Wọ́n rí ìtàn yẹn sọ tí wọ́n sì rí ṣe pẹ̀lú àwọn òșèré tó yáyì,O jẹ fiimu ti o ni itọsọna daradara ati iṣelọpọ pẹlu akori ifura pupọ. Itan naa ti sọ daradara ati mu wa si igbesi aye pẹlu simẹnti iyalẹnu.,10,positive
496,It almost accurately portrayed the abuses a lot female students face in Nigerian universities and west Africa at large,Ó fẹ́ẹ̀ rí bí wọ́n ti ń ṣe àwọn ọmọ akẹ́kọ̀ọ́ obìnrin ni Nàìjíríà àti ìwọ oòrùn Áfíríkà báşubàşu.,Ó fẹ́rẹ̀ẹ́ jẹ́ kánjúkánjú pé àwọn akẹ́kọ̀ọ́ obìnrin ń dojú kọ ní àwọn ilé ẹ̀kọ́ gíga Nàìjíríà àti ìwọ̀ oòrùn Áfíríkà lápapọ̀,10,positive
497,"Excellent Film

This was a great film. A very simple storyline that provides a glimpse into the past to two boys (with many unknowns).. then the twists and turns that surround their reunion as grown men.

Well done! So different from anything I've ever scene.","Fíìmù tó peregedé
Fíìmù dára púpọ̀. Ìtàn tí kò rújú rárá tó sọ nípa àwọn ọmọ ọkùnrin méjì pẹ̀lú ìgbésí ayé tí wọ́n ti gbé sẹ́yìn tí àwọn ènìyàn kò mọ̀. Lẹ́yìn èyí ni àwọn kòtò àti gegele tó yí bí wọ́n ṣe padà ríra wọn nígbà tí wọ́n ti dàgbà.
Ẹ kú ișẹ́. Èyí yàtọ̀ sí àwọn èyí tí mo ti ń wò tẹ́lẹ̀.","Fiimu ti o dara julọ

Eyi jẹ fiimu nla kan. Itan itan ti o rọrun pupọ ti o pese iwoye si awọn ọmọkunrin meji ti o ti kọja (pẹlu ọpọlọpọ awọn aimọ) .. lẹhinna awọn iyipo ati awọn iyipo ti o yika ipadapọ wọn bi awọn ọkunrin ti o dagba.

Kú isé! Nitorinaa yatọ si ohunkohun ti Mo ti rii tẹlẹ. ”",10,positive
498,"Terrific film!

This is an intense, heartbreaking family drama with an excellent script and stellar acting performances.","Sinimá yìí le o.
Eré mọ̀lẹ́bí tó káni lára, pani lẹ́kún  tí wọ́n rí ìtàn rẹ̀ kọ́ tí àwọn òșèré inú rẹ̀ sì rí ṣe.","""Sinimá yìí le o.
Eré mọ̀lẹ́bí tó káni lára, pani lẹ́kún tí wọ́n rí ìtàn rẹ̀ kọ́ tí àwọn òṣìṣẹ́ inú rẹ̀ sì rí ṣe.""",10,positive
499,"Great Tale

This is a premium movie anytime. Tells the tales of our society decay. So sad! So true!","Ìtàn ńlá nìyí.
Sinimá tó yáyì gidi ni. Ó sọ nípa ìbàjẹ́ àwùjọ wá. Ó bani lọ́kàn jẹ́ ṣùgbọ́n òótọ́ ni.","Itan nla

Eleyi jẹ a Ere movie nigbakugba. Sọ awọn itan ti ibajẹ awujọ wa. Bẹẹ ibanuje! Ni otitọ!""",10,positive
500,"Beautiful, Captivating, Powerful, Raw

This movie captured the troubles faced by the average Gen Z Nigerian kid. It did not gloss over anything. It left you angry and annoyed at some places. It left you triggered which I think was the point. To force the viewer to live the reality of the characters. I'm happy this story got told.","Ó rẹwà, ó gbà gbogbo ọkàn, ó lágbára, ó le.
 
Fíìmù yí ṣe àfihàn gbogbo àwọn ìṣòro tí àwọn ọmọ ayé òde òní ni ilẹ̀ Nàìjíríà ń kojú kò kàn fi ọwọ́ ba ohun kankan lérèfé. Yóò mú inú bí ọ làwọn ibì kọ̀ọ̀kan. Yóò ru ọ nínú sókè ní èyí tí mo rò pé ìdí tí wọ́n fi ṣe é náà nìyẹn. Láti jẹ́ kí àwọn tí ó wò ó gbé ìgbésí ayé àwọn òșèré tó kópa nínú rẹ̀. Inú mi dùn pé ìtàn yìí di sísọ.","Ẹwa, iyanilẹnu, Alagbara, Raw

Fiimu yii gba awọn wahala ti apapọ ọmọ Naijiria Gen Z dojuko. O ko didan lori ohunkohun. O jẹ ki o binu ati ki o binu ni awọn aaye kan. O fi ọ silẹ ti nfa eyiti Mo ro pe o jẹ aaye naa. Lati fi ipa mu oluwo lati gbe otito ti awọn ohun kikọ. Inu mi dun pe a sọ itan yii. ”",10,positive
501,"Amazing movie

This movie captured the troubles faced by the average Gen Z Nigerian kid. It did not gloss over anything. It left you sad and annoyed at some places. It left you triggered which I think was the point. To force the viewer to live the reality of the characters. I'm happy this story got told.","Fíìmù tó dára yàtọ̀
 
Sinimá yí ṣe àfihàn gbogbo àwọn ìṣòro tí àwọn ọmọ ayé òde òní ni ilẹ̀ Nàìjíríà ń kojú kò kàn fi ọwọ́ ba ohun kankan lérèfé. Yóò mú inú bí ọ làwọn ibì kọ̀ọ̀kan. Yóò ru ọ nínú sókè ní èyí tí mo rò pé ìdí tí wọ́n fi ṣe é náà nìyẹn. Láti jẹ́ kí àwọn tí ó wò ó gbé ìgbésí ayé àwọn òșèré tó kópa nínú rẹ̀. Inú mi dùn pé ìtàn yìí di sísọ.","""Fiimu iyanu

Fiimu yii gba awọn wahala ti apapọ ọmọ Naijiria Gen Z dojuko. O ko didan lori ohunkohun. O fi ọ silẹ ni ibanujẹ ati ibinu ni awọn aaye kan. O fi ọ silẹ ti nfa eyiti Mo ro pe o jẹ aaye naa. Lati fi ipa mu oluwo lati gbe otito ti awọn ohun kikọ. Inu mi dun pe a sọ itan yii. ”",10,positive
502,"Breathtakingly nice movie!

At first I was a bit skeptical, as I wasn't exposed to Nigerian cinema before. However, by the end of the movie (brilliantly done by the way), I realised that I witnessed an audio-visual masterpiece. Highly recommend!","Sinimá gidi tí ó ń kó àyà ẹni sókè ni
Ní àkọ́kọ́, mò ń wò ó bóyá yóò dára àbí pé ìdàkejì rẹ̀ nítorí n kò fi bẹ́ẹ̀ mọ̀ nípa àwọn sinimá Nàìjíríà tẹ́lẹ̀. Àmọ́ ní òpin fíìmù yìí (eléyìí tí wọ́n rí ṣe dáadáa), mo wá gbà pé mo ṣẹ̀ṣẹ̀ fojú kojú pẹ̀lú fánrán ohùn àti àwòrán tí kò ní ẹgbẹ́ ni.
Mo le è fi ọwọ́ rẹ̀ sọ àyà pé kí àwọn ènìyàn wò ó.","""Fiimu ti o wuyi pupọ!

Lákọ̀ọ́kọ́, mo máa ń ṣiyèméjì díẹ̀, níwọ̀n bí mi ò ti fara balẹ̀ wo fíìmù Nàìjíríà rí. Bí ó ti wù kí ó rí, nígbà tí fíìmù náà ti parí (tí a ṣe lọ́nà tí ó dára lọ́pọ̀lọpọ̀), Mo wá rí i pé mo ti rí iṣẹ́-aṣetan tí a fi ohun-oòrin kan rí. Ṣe iṣeduro ga julọ!""",10,positive
503,"This story is no fiction. The doctor who saved her country (and probably the world) from a deadly outbreak of Ebola has died from it. This very moving movie retraces what happened in Lagos in July 2014 with force and simplicity. The actors are convincing, true... It's sad, obviously, but also enriching with hope.","Ìtàn yìí kìí kàn án ṣe ìtàn àròsọ́ lásán o. Dókítà obìnrin tí ó gbà orílè-èdè rẹ̀ (àti bóyá gbogbo ayé gan-an) lọ́wọ́ àjàkálẹ̀ àrùn așekú pani Ebola fúnra rẹ̀ ti kú nípasẹ̀ àìsàn náà. Fíìmù tó fọwọ́ tọ́ ni lọ́kàn yìí sọ nípa ohun tí ó ṣẹlẹ̀ ni ìlú Èkó ni oṣù keje ọdún 2014 ní ọ̀nà gidi tí kò lè rárá.
Àwọn òșèré yẹn ṣe é bí ó ti yẹ. Ní òótọ́, ó bani lọ́kàn jẹ ṣùgbọ́n ó mú ìrètí púpọ̀ dání.","Itan yii kii ṣe itan-akọọlẹ. Dọkita ti o ti fipamọ orilẹ-ede rẹ (ati boya agbaye) lati ibesile apaniyan ti Ebola ti ku lati ọdọ rẹ. Fíìmù tó wúni lórí gan-an yìí tún ṣàtúnyẹ̀wò ohun tó ṣẹlẹ̀ ní Èkó ní oṣù keje ọdún 2014 pẹ̀lú ipá àti ìrọ̀rùn. Awọn oṣere naa ni idaniloju, otitọ… O jẹ ibanujẹ, o han gedegbe, ṣugbọn tun ni imudara pẹlu ireti.",10,positive
504,"This film is done at a slow, steady, believable pace. I was completely drawn into the story and connected with all the actors as if I knew them.","Ìlànà ìgbín tẹnu mọ́ igi, ó gùn ún ní wọ́n fi ṣe sinimá yìí. Ó ṣe é gbàgbọ́. Gbogbo ọkàn mi ló wà lára ìtàn yìí tí ó sì dá bíi wípé mo ti mọ àwọn òșèré yẹn rí tẹ́lẹ̀ ni bí ọkàn mi ṣe fà mó wọn.","A ṣe fiimu yii ni o lọra, duro, iyara ti o gbagbọ. Mo ti fa patapata sinu itan ati asopọ pẹlu gbogbo awọn oṣere bi ẹnipe Mo mọ wọn.",10,positive
505,This was an excellent movie. I would recommend it to anyone!,Sinimá to lè kenkà lèyí. Mà á fi ọwọ́ rẹ̀ sọ àyà fún ẹnikẹ́ni láti wò ó.,Eleyi je ẹya o tayọ movie. Emi yoo so o si ẹnikẹni!,10,positive
506,"Very Touching, Very good, Very recommended","Ó fi ọwọ́ tọ́’ni lọ́kàn gidigidi. A dára gan. Mo sọ pé, ẹ lọ wò ó.","Ifọwọkan pupọ, O dara pupọ, Niyanju pupọ",10,positive
507,"A must watch
Beautiful romance movie. ","À gbọdọ̀ wò ni.
Fíìmù ère ìfẹ́ tó fani mọ́ra ni. ","""A gbọdọ wo
Lẹwa romance movie.",10,positive
508,Very great movie.....it stimulates thoughts. There shouldn't be racial discrimination.,"Sinimá tí ó dára ní. Ó pe ni sí ìrònú.
Kò yẹ kí ó sí ìdẹ́yẹ sí ọmọ ènìyàn nítorí àwọ̀ wọn.",fiimu ti o dara pupọ…… o nmu awọn ironu soke. Ko yẹ ki o jẹ iyasoto ti ẹda.,10,positive
509,Phenomenal!! Proud of this Nollywood Production!!,"Ó ga jù.
Mo fi Ògún Nọ́líwuùdù gbá orí fún àkójọpọ̀ ère yìí.",Iyalenu!! Ṣe igberaga fun iṣelọpọ Nollywood yii !!,10,positive
510,A great inspirational movie. A great family movie to watch with older kids.,Fíìmù tí ó ru ẹni sókè gidi ni. Fíìmù mọ̀lẹ́bí tí ó yẹ kí a wò pẹ̀lú àwọn ọmọ tí ó ti dàgbà ni.,A nla awokose movie. Fiimu idile nla kan lati wo pẹlu awọn ọmọ agbalagba.,10,positive
511,"""the greatest inspirational movie I have seen so far. impresively directed and excellent performances""","Nínú gbogbo àwọn fíìmù tí ń ru ẹni sókè tí mo ti wò, eléyìí ló gbé igbá orókè.
Ọ̀nà tí ó jọni lójú ni wọ́n fi darí rẹ̀ àwọn tí ó kópa níbẹ̀ sì ṣe iṣẹ́ takuntakun.","""fiimu imoriya ti o tobi julọ ti Mo ti rii titi di isisiyi. itọsọna impresively ati awọn iṣẹ ṣiṣe to dara julọ”",10,positive
512,This movie really touched my heart in regards to God's AMAZING GRACE! A MUST SEE!!!,"Nípa ore ọ̀fẹ́ Ọlọ́run tí ó ga jù, sinimá yìí fi ọwọ́ tọ́ ọkàn mi gidi ni. À gbọdọ̀ wò ni.",Fiimu yii kan okan mi gaan ni iyi si oore-ọfẹ IYANU Ọlọrun! A gbọdọ ri !!!,10,positive
513,The story starts a bit slow but stick with it. Very good story.,Ìtàn yí kò já fáfá láti ìbẹ̀rẹ̀ ṣùgbọ́n má jẹ́ kí ó sú ọ. Ìtàn gidi gbáà ni.,Itan naa bẹrẹ diẹ diẹ ṣugbọn duro pẹlu rẹ. Itan ti o dara pupọ.,10,positive
514,I love old movies like this,Mo fẹ́ràn àwọn fíìmù ayé àtijọ́ bíi èyí.,Mo nifẹ awọn fiimu atijọ bii eyi,10,positive
515,"Beautiful movie depicting historic events in Benin kingdom
Kudos to the cast and crew.","Fíìmù tó jọjú tí ó ń sọ nípa àwọn ohun tí ó làmì laaka nínú ìtàn ilẹ̀ Bìíní ni.
Sàdánkátà fún àwọn òșèré àti gbogbo àwọn tí ó ṣe iṣẹ́ nínú rẹ̀.","Fiimu ẹlẹwa ti n ṣe afihan awọn iṣẹlẹ itan ni ijọba Benin
O ṣeun si awọn oṣere ati awọn atukọ. ”",10,positive
516,"A must watch
Beautiful romance movie. I just decided to try it when saw it on Netflix and there was nothing to regret. The songs chosen were really good.","À gbọdọ̀ wò ni.
Fíìmù ère ìfẹ́ tó fani mọ́ra ni. Mo kàn pinu láti wò ó wò ní nígbà tí mo rí I lórí Netflix, kò sì sí ohun kankan tí mo kó àbámọ̀ sí lórí rẹ̀. Àwọn orin tí wọ́n lò nínú rẹ̀ dára gidi ni.","A gbọdọ wo
Lẹwa romance movie. Mo kan pinnu lati gbiyanju nigbati o rii lori Netflix ati pe ko si nkankan lati kabamọ. Awọn orin ti o yan dara gaan.""",10,positive
517,"Amazing and Crazy Hilarious
This is the most hilarious movie I have come across this year. 
The acting, story, cinematography and directing are all on point. Super impressed.","Eré yìí pani lẹ́rìn-ín gidi lọ́nà kọnà ni o.
Fíìmù tí ó tíì pani lẹ́rìn-ín jù nínú ọdún yìí tí mo ti ṣe alábàápàdé lèyí. Bí àwọn òșèré tí ṣe, bí wọ́n ti ya sinimá yẹn àti bí wọ́n ṣe dárí rẹ̀ ló ṣe rẹ́gí
Ó yà mí lẹ́nu gan-an.","""Iyanu ati irikuri Hilarious
Eleyi jẹ julọ panilerin movie ti mo ti wa kọja odun yi.
Oṣere, itan-akọọlẹ, sinima ati itọsọna jẹ gbogbo lori aaye. Super impressed. """,10,positive
