yo_mt_review	sentiment
Ẹmi naa ati Tout' jẹ alaimọkan lainidii ninu ohun gbogbo.	negative
o jẹ ti o dara fun ohunkohun fiimu ti o yẹ ki o ko ti ṣe.	negative
Kini apaadi ni eyi ti Mo wo	negative
Iṣelọpọ Amateurish Bibẹrẹ lati wo eyi ṣugbọn o ti yapa, ti n fo ni gbogbo aaye ti Mo duro lẹhin iṣẹju 20. ”	negative
Kikoro itiniloju	negative
O jẹ aditi pupọ pupọ si ohun ti n ṣẹlẹ	negative
Idọti pipe. 1985 Bollywood ti a npe ni, nwọn fẹ wọn akosile pada.	negative
Lopsided. Didara kekere. Lackluster. Ati ludicrous.	negative
Boya o sunmo koko-ọrọ naa lati sọ pẹlu mimọ ti o nbeere.	negative
Awọn osere je nla ṣugbọn awọn Idite wà oyimbo lagbara.	negative
Wiwo fiimu yii jẹ ki n ṣigọgọ	negative
"""O lewu O ya mi loju pe Netflix yoo tẹriba awọn olugbo rẹ si iru idoti isuna kekere yii. ”"	negative
Ni iwo ati rilara ti opera ọṣẹ kan lati ọdun 1985 ayafi pẹlu awọn iyipo diẹ, ipago diẹ, ko si iyanilẹnu, ifura diẹ ati idite ti o gun pupọ.	negative
Media Awujọ 101' jẹ aibikita lasily. Eyi ni iṣẹ ọwọ ti Pirate ero; ẹnikan ti o plagiarizes awọn Creative ero ti awọn miran, ṣe wọn ti ara rẹ ati ki o nwá a ere lati kanna. Pipajẹ! Iyẹn ni nkan naa 'Social Media 101' ti ṣe. Awọn olupilẹṣẹ ko fi iota ti ẹda sinu ṣiṣe fiimu yii.	negative
Itumọ itan jẹ iyanilenu diẹ sii ju awọn pato ti itan itanjẹ ati akikanju yii, eyiti ko ni ijinle iwa to ati sojurigindin alaye.	negative
"""Ìfi àsìkò ṣòfò Nkankan lati nifẹ si mi tabi kio mi… ko si kini Snoozefest kan !! ”"	negative
"""ITAN ITAN Ọkan ninu awọn fiimu Naijiria ti o buruju ti Mo ti wo ni igba diẹ."""	negative
Korọrun lati wo	negative
fere ro bi 2 o yatọ si sinima. Itan naa nilo itumọ tighter ti awọn iṣẹlẹ ti n ṣẹlẹ.	negative
Anfani ti sọnu	negative
KO FIM	negative
Ibanuje Ọkàn, Aṣa Nollywood!!! meddlecore14 Oṣu Kẹwa 2017	negative
Nitorinaa eyi gun ati alaidun	negative
awọn anfani ti Nollywood ṣe fiimu nla kan jẹ tẹẹrẹ.	negative
Iwulo lati jẹ ẹgan ati ẹlẹgàn ni sinima Nollywood ti n binu	negative
Ko le sọ fiimu yii jẹ oye	negative
Irora gaan.	negative
bẹ buburu	negative
Ati underlining gbogbo awọn ti o jẹ kan nipọn sludge ti brazenly kedere & awada agbara.	negative
.Biotilẹjẹpe ẹdọfu ko ga ju, ifura kii ṣe nkan, idiwọ naa le ti gba lagun ati awọn irubọ diẹ sii, ṣugbọn sibẹsibẹ, Lionheart dara gaan.	negative
“Ipadanu akoko miiran Diẹ sii inira Netflix alaidun, inu mi dun pe o ni ọfẹ nitorinaa Emi ko sanwo fun yiyan ẹru wọnyi. ”	negative
 Nikẹhin, ipaniyan nipasẹ awọn ọran ti o nira ti iṣe-ṣe ati iro-aiṣedeede, 'Bẹwẹ Obinrin kan' jẹ fiimu aibikita ti ko ni idan gidi eyikeyi. 	negative
Opera ọṣẹ Eyi jẹ opera ọṣẹ buburu ti n dibọn pe o jẹ apanirun ajalu ọkọ ofurufu afẹfẹ.”	negative
Awọn awọ iṣupọ' dabi donut olowo poku pẹlu ọpọlọpọ ohunkohun ni ayika nkan ti o kere pupọ.	negative
Kini o ṣẹlẹ si akiyesi si awọn alaye	negative
Fiimu yii ti o da lori ibesile ebola ni Naijiria jẹ ibanujẹ pupọ ati pe ko tobi bi mo ti ro pe yoo jẹ. Ni otitọ, kii ṣe ohun ti Mo n reti boya.	negative
O yẹ ki o ko wo fiimu yii	negative
Ṣiṣẹjade ati ohun orin ba itan ti o dara jẹ	negative
"Ni irora lọra ati ẹlẹsẹ ọṣẹ ọṣẹ opera ti aratuntun nikan ni ""O wa lati Nigeria!"""	negative
Ati ki o sibẹsibẹ miiran ipa awada. Nollywood kan ko gba.	negative
Awọn awọ iṣupọ' dabi donut olowo poku pẹlu ọpọlọpọ ohunkohun ni ayika nkan ti o kere pupọ	negative
Ko wo gbogbo awọn inira yii. Paapaa paapaa oṣuwọn keji, o han gedegbe ti idagẹrẹ ẹlẹyamẹya lati orilẹ-ede Afirika kan.	negative
Ko si ohun ti o dara nipa fiimu yii	negative
Itan itan naa jẹ ṣoki ati pe o ni aye ti ko tọ ati awọn awada ti ko dun.	negative
Fiimu yii dara julọ ni iṣe iṣe mediocre, o si gbiyanju lati ṣe agbega idariji fun ọkọ ti o ni ilokulo pupọ kan, ifipabanilopo, ati ẹlẹgẹ ti ọmọbirin ti o gba.	negative
Nitoribẹẹ, iparun ti fiimu kan n ṣiṣẹ bii ohun-itumọ taara lati awọn ọdun aadọrun. A pipe egbin ti owo.	negative
Ni bayi, jijẹ ki awọn oniṣere sinima lati sun kuro ni awọn owo-ori wọn kii ṣe dandan jẹ ilufin ni gbogbo awọn ọran.	negative
Ikun omi ti ko ni iwọnwọn ti awọn abuda aiṣedeede dogging fiimu 'O dara' yii.	negative
Ifiranṣẹ to dara, ti ko ṣiṣẹ	negative
diẹ ninu awọn ti eré ro Oríkĕ ṣe kan lati ṣe meji ohun kikọ ni diẹ ninu awọn rogbodiyan, awọn kikọ wà itanran diẹ ninu awọn wà didanubi	negative
A Hollywood Ẹtan	negative
Ti o dara itan spoiled nipa ope	negative
olori Daddy 2 jẹ idotin ti ko ni idojukọ, eyiti yoo jẹ ifarada ti o ba jẹ ki a rẹrin nigbagbogbo.	negative
"""OMG Cringe  Kini gangan F. Ọrọ sisọ, iṣe, ohun orin”"	negative
"Ni irora lọra ati ẹlẹsẹ ọṣẹ ọṣẹ opera ti aratuntun nikan ni ""O wa lati Nigeria!"""	negative
Ibanujẹ ọgbẹ. O ti wa ni excruciating lati joko nipasẹ. Sob!	negative
Ọran ti okanjuwa laudable pale sinu episodic apoti-ticking.	negative
