review	sentiment
This lion didn't have much of a roar. Did someone send their failed Netflix pilot script to Nigeria like it was the losing Super Bowl team's t-shirt?	negative
Forceful story-telling and embarrassingly bad acting are the hallmarks of this shabby pretender - Might sound weird but; this flick is like a counterfeit of 'Isoken'.	negative
Dumb movie This movie is a joke.	negative
Diabolically bad! This is realistically the worst movie I've ever seen in my life!	negative
Action sequences weren't bad and its heart was in the right place, but quite painful to watch in places.	negative
Though the cinematography looks professional, don't let this film fool you. It's a disaster.	negative
No head, no tail, bad script, absolute waste of time and expensive rubbish. Movie was such a pain to watch. I highly do not recommend.	negative
their star quality is lacking in this movie	negative
lolz	negative
Verdict: Not recommended. 'Charmed' is not charming.	negative
So disapppointed. Some acting moments from main actors (king and Amina), but the supporting actor (Maladi), hard to tell if he is comic relief because his role should be serious.	negative
Rubbish! Not recommended for anybody. Not even children. Very irritating movie.	negative
Hands down one of the worst movies I’ve ever seen	negative
Worst remake There was poor directing at the beginning during Ahannas flashbacks when he witnessed a man being set ablaze.	negative
Rubbish  One more piece of garbage from NETFLIX. Period !!	negative
Extremely flawed	negative
I skimmed this. no way i’m watching the whole thing	negative
you will regret wasting your time watching this movie	negative
Poor	negative
Excessively basic.	negative
The Millions' is essentially a shameless wholesale theft of 'Ocean's film series' scripts; we were not impressed.	negative
"Gbarada' is a typical Idumota ""Yoruba film"" with all the craziness that come with that sub-section of Nollywood."	negative
Holy one of Israel! What did Genevieve think she just did? A movie? This is corruption in the highest. The writers are quack.	negative
the worst movie production ever	negative
Just Crap	negative
Special Jollof' is yet another cold turkey from Nollywood in Diaspora. And as usual; it is highlighted by a yéyé story and a plethora of half hearted acting performances. There's nothing to see here. It's a total waste of money and time.	negative
I can confidently say that Luna taking a shit is a way more engaging story than chief daddy 2.	negative
i did not realise how many plane crashes there were in nigeria, and this film came out five days	negative
This Movie Would Have Done Better If Funded More ,	negative
With no modulating direction and no subtlety, this is a long, hard slog that will best be appreciated by friends and family of those in the cast and crew	negative
Not worth your time	negative
Utter rubbish It's very rare that I give up on a film, I couldn't finish this, gave up after 30mins. Don't waste your time.	negative
ultimately dampening the film overall for what could have been an even stronger, hard-hitting and poignant emotional roller coaster.	negative
Unfortunately lack of attention to detail didn't stop with the aforementioned examples.	negative
The Wait is full of stars, but it does not shine bright. It is like tasting a glass of wine that has not fully developed, perhaps, made with unripe grapes.	negative
This movie is so cheesy.	negative
this is an extremely boring and terrible film	negative
Hallmarked by nonsense, 'The Culprit' is complete and utter rubbish!	negative
Had to watch it for academic purposes.	negative
Way too slow. What a waste of time.	negative
Booorrring.	negative
That movie is such a bad egg to Nollywood.	negative
I caught the Nollywood bug while watching Rattlesnake.	negative
With all its ridiculous comical exaggerations and acting performances that fluctuate between over-acting and bad-acting.	negative
